hour,day_shift,week_day,weekend,QUARTO_02_AR_CONDICIONADO-016,QUARTO_02_SENSOR_PRESENCA-018,QUARTO_02_LAMPADA-015,mode,switch,temp_set,mode_Y,switch_Y,temp_set_Y
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
19,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
20,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
21,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
22,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
23,3,0,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
0,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
1,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
2,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
3,0,1,0,WIND,OFF,OFF,WIND,OFF,24.0,WIND,OFF,24.0
